TUMOURICDSITE3CODE,OPCSRESECTIONCODE
NON-KC_MELANOMA,E019
NON-KC_MELANOMA,E021
NON-KC_MELANOMA,E022
NON-KC_MELANOMA,E023
NON-KC_MELANOMA,E024
NON-KC_MELANOMA,E025
NON-KC_MELANOMA,E026
NON-KC_MELANOMA,E027
NON-KC_MELANOMA,E028
NON-KC_MELANOMA,E029
NON-KC_MELANOMA,E032
NON-KC_MELANOMA,E037
NON-KC_MELANOMA,E091
NON-KC_MELANOMA,E097
NON-KC_MELANOMA,E661
NON-KC_MELANOMA,F011
NON-KC_MELANOMA,F018
NON-KC_MELANOMA,F019
NON-KC_MELANOMA,F021
NON-KC_MELANOMA,F029
NON-KC_MELANOMA,F041
NON-KC_MELANOMA,F042
NON-KC_MELANOMA,F048
NON-KC_MELANOMA,F049
NON-KC_MELANOMA,F052
NON-KC_MELANOMA,F382
NON-KC_MELANOMA,F402
NON-KC_MELANOMA,F441
NON-KC_MELANOMA,F442
NON-KC_MELANOMA,F443
NON-KC_MELANOMA,F444
NON-KC_MELANOMA,F445
NON-KC_MELANOMA,F448
NON-KC_MELANOMA,F449
NON-KC_MELANOMA,F451
NON-KC_MELANOMA,F452
NON-KC_MELANOMA,N011
NON-KC_MELANOMA,N012
NON-KC_MELANOMA,N036
NON-KC_MELANOMA,N052
NON-KC_MELANOMA,N063
NON-KC_MELANOMA,N241
NON-KC_MELANOMA,N243
NON-KC_MELANOMA,N261
NON-KC_MELANOMA,N262
NON-KC_MELANOMA,N268
NON-KC_MELANOMA,N269
NON-KC_MELANOMA,N271
NON-KC_MELANOMA,N287
NON-KC_MELANOMA,N303
NON-KC_MELANOMA,P011
NON-KC_MELANOMA,P031
NON-KC_MELANOMA,P033
NON-KC_MELANOMA,P051
NON-KC_MELANOMA,P052
NON-KC_MELANOMA,P054
NON-KC_MELANOMA,P058
NON-KC_MELANOMA,P059
NON-KC_MELANOMA,P065
NON-KC_MELANOMA,P071
NON-KC_MELANOMA,P078
NON-KC_MELANOMA,P079
NON-KC_MELANOMA,P111
NON-KC_MELANOMA,P137
NON-KC_MELANOMA,P151
NON-KC_MELANOMA,P152
NON-KC_MELANOMA,P201
NON-KC_MELANOMA,S018
NON-KC_MELANOMA,S019
NON-KC_MELANOMA,S028
NON-KC_MELANOMA,S029
NON-KC_MELANOMA,S038
NON-KC_MELANOMA,S039
NON-KC_MELANOMA,S041
NON-KC_MELANOMA,S042
NON-KC_MELANOMA,S043
NON-KC_MELANOMA,S048
NON-KC_MELANOMA,S049
NON-KC_MELANOMA,S051
NON-KC_MELANOMA,S052
NON-KC_MELANOMA,S053
NON-KC_MELANOMA,S054
NON-KC_MELANOMA,S055
NON-KC_MELANOMA,S058
NON-KC_MELANOMA,S059
NON-KC_MELANOMA,S063
NON-KC_MELANOMA,S064
NON-KC_MELANOMA,S065
NON-KC_MELANOMA,S066
NON-KC_MELANOMA,S067
NON-KC_MELANOMA,S068
NON-KC_MELANOMA,S069
NON-KC_MELANOMA,S171
NON-KC_MELANOMA,S172
NON-KC_MELANOMA,S173
NON-KC_MELANOMA,S174
NON-KC_MELANOMA,S175
NON-KC_MELANOMA,S178
NON-KC_MELANOMA,S179
NON-KC_MELANOMA,S181
NON-KC_MELANOMA,S182
NON-KC_MELANOMA,S183
NON-KC_MELANOMA,S184
NON-KC_MELANOMA,S185
NON-KC_MELANOMA,S188
NON-KC_MELANOMA,S189
NON-KC_MELANOMA,S191
NON-KC_MELANOMA,S192
NON-KC_MELANOMA,S198
NON-KC_MELANOMA,S199
NON-KC_MELANOMA,S201
NON-KC_MELANOMA,S202
NON-KC_MELANOMA,S203
NON-KC_MELANOMA,S204
NON-KC_MELANOMA,S205
NON-KC_MELANOMA,S206
NON-KC_MELANOMA,S207
NON-KC_MELANOMA,S208
NON-KC_MELANOMA,S209
NON-KC_MELANOMA,S211
NON-KC_MELANOMA,S212
NON-KC_MELANOMA,S213
NON-KC_MELANOMA,S214
NON-KC_MELANOMA,S218
NON-KC_MELANOMA,S219
NON-KC_MELANOMA,S221
NON-KC_MELANOMA,S222
NON-KC_MELANOMA,S223
NON-KC_MELANOMA,S224
NON-KC_MELANOMA,S228
NON-KC_MELANOMA,S229
NON-KC_MELANOMA,S231
NON-KC_MELANOMA,S232
NON-KC_MELANOMA,S233
NON-KC_MELANOMA,S234
NON-KC_MELANOMA,S238
NON-KC_MELANOMA,S239
NON-KC_MELANOMA,S241
NON-KC_MELANOMA,S242
NON-KC_MELANOMA,S243
NON-KC_MELANOMA,S248
NON-KC_MELANOMA,S249
NON-KC_MELANOMA,S251
NON-KC_MELANOMA,S252
NON-KC_MELANOMA,S253
NON-KC_MELANOMA,S258
NON-KC_MELANOMA,S259
NON-KC_MELANOMA,S261
NON-KC_MELANOMA,S262
NON-KC_MELANOMA,S263
NON-KC_MELANOMA,S264
NON-KC_MELANOMA,S265
NON-KC_MELANOMA,S268
NON-KC_MELANOMA,S269
NON-KC_MELANOMA,S271
NON-KC_MELANOMA,S272
NON-KC_MELANOMA,S273
NON-KC_MELANOMA,S274
NON-KC_MELANOMA,S275
NON-KC_MELANOMA,S278
NON-KC_MELANOMA,S279
NON-KC_MELANOMA,S291
NON-KC_MELANOMA,S292
NON-KC_MELANOMA,S293
NON-KC_MELANOMA,S294
NON-KC_MELANOMA,S295
NON-KC_MELANOMA,S298
NON-KC_MELANOMA,S299
NON-KC_MELANOMA,S302
NON-KC_MELANOMA,S304
NON-KC_MELANOMA,S314
NON-KC_MELANOMA,S321
NON-KC_MELANOMA,S322
NON-KC_MELANOMA,S323
NON-KC_MELANOMA,S324
NON-KC_MELANOMA,S325
NON-KC_MELANOMA,S328
NON-KC_MELANOMA,S329
NON-KC_MELANOMA,S338
NON-KC_MELANOMA,S339
NON-KC_MELANOMA,S341
NON-KC_MELANOMA,S348
NON-KC_MELANOMA,S349
NON-KC_MELANOMA,S351
NON-KC_MELANOMA,S352
NON-KC_MELANOMA,S353
NON-KC_MELANOMA,S358
NON-KC_MELANOMA,S359
NON-KC_MELANOMA,S361
NON-KC_MELANOMA,S362
NON-KC_MELANOMA,S363
NON-KC_MELANOMA,S364
NON-KC_MELANOMA,S365
NON-KC_MELANOMA,S366
NON-KC_MELANOMA,S368
NON-KC_MELANOMA,S369
NON-KC_MELANOMA,S371
NON-KC_MELANOMA,S372
NON-KC_MELANOMA,S373
NON-KC_MELANOMA,S374
NON-KC_MELANOMA,S378
NON-KC_MELANOMA,S379
NON-KC_MELANOMA,S391
NON-KC_MELANOMA,S392
NON-KC_MELANOMA,S398
NON-KC_MELANOMA,S399
NON-KC_MELANOMA,S641
NON-KC_MELANOMA,T013
NON-KC_MELANOMA,T313
NON-KC_MELANOMA,T851
NON-KC_MELANOMA,T852
NON-KC_MELANOMA,T853
NON-KC_MELANOMA,T854
NON-KC_MELANOMA,T855
NON-KC_MELANOMA,T856
NON-KC_MELANOMA,T858
NON-KC_MELANOMA,T859
NON-KC_MELANOMA,T911
NON-KC_MELANOMA,T962
NON-KC_MELANOMA,X071
NON-KC_MELANOMA,X072
NON-KC_MELANOMA,X073
NON-KC_MELANOMA,X074
NON-KC_MELANOMA,X075
NON-KC_MELANOMA,X078
NON-KC_MELANOMA,X079
NON-KC_MELANOMA,X081
NON-KC_MELANOMA,X082
NON-KC_MELANOMA,X083
NON-KC_MELANOMA,X084
NON-KC_MELANOMA,X088
NON-KC_MELANOMA,X089
NON-KC_MELANOMA,X091
NON-KC_MELANOMA,X092
NON-KC_MELANOMA,X093
NON-KC_MELANOMA,X094
NON-KC_MELANOMA,X095
NON-KC_MELANOMA,X098
NON-KC_MELANOMA,X099
NON-KC_MELANOMA,X101
NON-KC_MELANOMA,X102
NON-KC_MELANOMA,X103
NON-KC_MELANOMA,X104
NON-KC_MELANOMA,X108
NON-KC_MELANOMA,X109
NON-KC_MELANOMA,X111
NON-KC_MELANOMA,X112
NON-KC_MELANOMA,X118
NON-KC_MELANOMA,X119
NON-KC_MELANOMA,X121
NON-KC_MELANOMA,X122
NON-KC_MELANOMA,X123
NON-KC_MELANOMA,X124
NON-KC_MELANOMA,X125
NON-KC_MELANOMA,X128
NON-KC_MELANOMA,X129
NON-KC_MELANOMA,Y551
NON-KC_MELANOMA,Y552
NON-KC_MELANOMA,Y553
NON-KC_MELANOMA,Y554
NON-KC_MELANOMA,Y555
NON-KC_MELANOMA,Y556
NON-KC_MELANOMA,Y558
NON-KC_MELANOMA,Y559
NON-KC_MELANOMA,Y561
NON-KC_MELANOMA,Y562
NON-KC_MELANOMA,Y563
NON-KC_MELANOMA,Y564
NON-KC_MELANOMA,Y568
NON-KC_MELANOMA,Y569
NON-KC_MELANOMA,Y571
NON-KC_MELANOMA,Y572
NON-KC_MELANOMA,Y573
NON-KC_MELANOMA,Y574
NON-KC_MELANOMA,Y575
NON-KC_MELANOMA,Y576
NON-KC_MELANOMA,Y578
NON-KC_MELANOMA,Y579
NON-KC_MELANOMA,Y581
NON-KC_MELANOMA,Y588
NON-KC_MELANOMA,Y589
NON-KC_MELANOMA,Y591
NON-KC_MELANOMA,Y592
NON-KC_MELANOMA,Y593
NON-KC_MELANOMA,Y594
NON-KC_MELANOMA,Y595
NON-KC_MELANOMA,Y596
NON-KC_MELANOMA,Y598
NON-KC_MELANOMA,Y599
NON-KC_MELANOMA,Y601
NON-KC_MELANOMA,Y602
NON-KC_MELANOMA,Y604
NON-KC_MELANOMA,Y608
NON-KC_MELANOMA,Y609
NON-KC_MELANOMA,Y611
NON-KC_MELANOMA,Y612
NON-KC_MELANOMA,Y613
NON-KC_MELANOMA,Y614
NON-KC_MELANOMA,Y615
NON-KC_MELANOMA,Y618
NON-KC_MELANOMA,Y619
NON-KC_MELANOMA,Y621
NON-KC_MELANOMA,Y622
NON-KC_MELANOMA,Y623
NON-KC_MELANOMA,Y628
NON-KC_MELANOMA,Y629
NON-KC_MELANOMA,Y671
NON-KC_MELANOMA,Y672
NON-KC_MELANOMA,Y678
NON-KC_MELANOMA,Y679
NON-KC_MELANOMA,Y692
NON-KC_RARE,B279
NON-KC_RARE,B283
NON-KC_RARE,B284
NON-KC_RARE,C011
NON-KC_RARE,C012
NON-KC_RARE,C013
NON-KC_RARE,C018
NON-KC_RARE,C019
NON-KC_RARE,C021
NON-KC_RARE,C022
NON-KC_RARE,C028
NON-KC_RARE,C029
NON-KC_RARE,C101
NON-KC_RARE,C102
NON-KC_RARE,C103
NON-KC_RARE,C111
NON-KC_RARE,C115
NON-KC_RARE,C121
NON-KC_RARE,C126
NON-KC_RARE,C141
NON-KC_RARE,C142
NON-KC_RARE,C143
NON-KC_RARE,C144
NON-KC_RARE,C145
NON-KC_RARE,C148
NON-KC_RARE,C149
NON-KC_RARE,C162
NON-KC_RARE,C164
NON-KC_RARE,C168
NON-KC_RARE,C178
NON-KC_RARE,C179
NON-KC_RARE,D011
NON-KC_RARE,D012
NON-KC_RARE,D013
NON-KC_RARE,D018
NON-KC_RARE,D019
NON-KC_RARE,D021
NON-KC_RARE,D028
NON-KC_RARE,D031
NON-KC_RARE,D032
NON-KC_RARE,D063
NON-KC_RARE,D064
NON-KC_RARE,D065
NON-KC_RARE,D191
NON-KC_RARE,E011
NON-KC_RARE,E018
NON-KC_RARE,E019
NON-KC_RARE,E021
NON-KC_RARE,E022
NON-KC_RARE,E023
NON-KC_RARE,E024
NON-KC_RARE,E025
NON-KC_RARE,E026
NON-KC_RARE,E027
NON-KC_RARE,E028
NON-KC_RARE,E029
NON-KC_RARE,E032
NON-KC_RARE,E037
NON-KC_RARE,E091
NON-KC_RARE,E097
NON-KC_RARE,E661
NON-KC_RARE,F011
NON-KC_RARE,F018
NON-KC_RARE,F019
NON-KC_RARE,F021
NON-KC_RARE,F029
NON-KC_RARE,F041
NON-KC_RARE,F042
NON-KC_RARE,F048
NON-KC_RARE,F049
NON-KC_RARE,F052
NON-KC_RARE,F382
NON-KC_RARE,F402
NON-KC_RARE,F441
NON-KC_RARE,F442
NON-KC_RARE,F443
NON-KC_RARE,F444
NON-KC_RARE,F445
NON-KC_RARE,F448
NON-KC_RARE,F449
NON-KC_RARE,F451
NON-KC_RARE,F452
NON-KC_RARE,N011
NON-KC_RARE,N012
NON-KC_RARE,N036
NON-KC_RARE,N052
NON-KC_RARE,N063
NON-KC_RARE,N241
NON-KC_RARE,N243
NON-KC_RARE,N261
NON-KC_RARE,N262
NON-KC_RARE,N268
NON-KC_RARE,N269
NON-KC_RARE,N271
NON-KC_RARE,N287
NON-KC_RARE,N303
NON-KC_RARE,P011
NON-KC_RARE,P031
NON-KC_RARE,P033
NON-KC_RARE,P051
NON-KC_RARE,P052
NON-KC_RARE,P054
NON-KC_RARE,P058
NON-KC_RARE,P059
NON-KC_RARE,P065
NON-KC_RARE,P071
NON-KC_RARE,P078
NON-KC_RARE,P079
NON-KC_RARE,P111
NON-KC_RARE,P137
NON-KC_RARE,P151
NON-KC_RARE,P152
NON-KC_RARE,P201
NON-KC_RARE,S018
NON-KC_RARE,S019
NON-KC_RARE,S028
NON-KC_RARE,S029
NON-KC_RARE,S038
NON-KC_RARE,S039
NON-KC_RARE,S041
NON-KC_RARE,S042
NON-KC_RARE,S043
NON-KC_RARE,S048
NON-KC_RARE,S049
NON-KC_RARE,S051
NON-KC_RARE,S052
NON-KC_RARE,S053
NON-KC_RARE,S054
NON-KC_RARE,S055
NON-KC_RARE,S058
NON-KC_RARE,S059
NON-KC_RARE,S063
NON-KC_RARE,S064
NON-KC_RARE,S065
NON-KC_RARE,S066
NON-KC_RARE,S067
NON-KC_RARE,S068
NON-KC_RARE,S069
NON-KC_RARE,S171
NON-KC_RARE,S172
NON-KC_RARE,S173
NON-KC_RARE,S174
NON-KC_RARE,S175
NON-KC_RARE,S178
NON-KC_RARE,S179
NON-KC_RARE,S181
NON-KC_RARE,S182
NON-KC_RARE,S183
NON-KC_RARE,S184
NON-KC_RARE,S185
NON-KC_RARE,S188
NON-KC_RARE,S189
NON-KC_RARE,S191
NON-KC_RARE,S192
NON-KC_RARE,S198
NON-KC_RARE,S199
NON-KC_RARE,S201
NON-KC_RARE,S202
NON-KC_RARE,S203
NON-KC_RARE,S204
NON-KC_RARE,S205
NON-KC_RARE,S206
NON-KC_RARE,S207
NON-KC_RARE,S208
NON-KC_RARE,S209
NON-KC_RARE,S211
NON-KC_RARE,S212
NON-KC_RARE,S213
NON-KC_RARE,S214
NON-KC_RARE,S218
NON-KC_RARE,S219
NON-KC_RARE,S221
NON-KC_RARE,S222
NON-KC_RARE,S223
NON-KC_RARE,S224
NON-KC_RARE,S228
NON-KC_RARE,S229
NON-KC_RARE,S231
NON-KC_RARE,S232
NON-KC_RARE,S233
NON-KC_RARE,S234
NON-KC_RARE,S238
NON-KC_RARE,S239
NON-KC_RARE,S241
NON-KC_RARE,S242
NON-KC_RARE,S243
NON-KC_RARE,S248
NON-KC_RARE,S249
NON-KC_RARE,S251
NON-KC_RARE,S252
NON-KC_RARE,S253
NON-KC_RARE,S258
NON-KC_RARE,S259
NON-KC_RARE,S261
NON-KC_RARE,S262
NON-KC_RARE,S263
NON-KC_RARE,S264
NON-KC_RARE,S265
NON-KC_RARE,S268
NON-KC_RARE,S269
NON-KC_RARE,S271
NON-KC_RARE,S272
NON-KC_RARE,S273
NON-KC_RARE,S274
NON-KC_RARE,S275
NON-KC_RARE,S278
NON-KC_RARE,S279
NON-KC_RARE,S291
NON-KC_RARE,S292
NON-KC_RARE,S293
NON-KC_RARE,S294
NON-KC_RARE,S295
NON-KC_RARE,S298
NON-KC_RARE,S299
NON-KC_RARE,S302
NON-KC_RARE,S304
NON-KC_RARE,S314
NON-KC_RARE,S321
NON-KC_RARE,S322
NON-KC_RARE,S323
NON-KC_RARE,S324
NON-KC_RARE,S325
NON-KC_RARE,S328
NON-KC_RARE,S329
NON-KC_RARE,S338
NON-KC_RARE,S339
NON-KC_RARE,S341
NON-KC_RARE,S348
NON-KC_RARE,S349
NON-KC_RARE,S351
NON-KC_RARE,S352
NON-KC_RARE,S353
NON-KC_RARE,S358
NON-KC_RARE,S359
NON-KC_RARE,S361
NON-KC_RARE,S362
NON-KC_RARE,S363
NON-KC_RARE,S364
NON-KC_RARE,S365
NON-KC_RARE,S366
NON-KC_RARE,S368
NON-KC_RARE,S369
NON-KC_RARE,S371
NON-KC_RARE,S372
NON-KC_RARE,S373
NON-KC_RARE,S374
NON-KC_RARE,S378
NON-KC_RARE,S379
NON-KC_RARE,S391
NON-KC_RARE,S392
NON-KC_RARE,S398
NON-KC_RARE,S399
NON-KC_RARE,S641
NON-KC_RARE,T013
NON-KC_RARE,T313
NON-KC_RARE,T851
NON-KC_RARE,T852
NON-KC_RARE,T853
NON-KC_RARE,T854
NON-KC_RARE,T855
NON-KC_RARE,T856
NON-KC_RARE,T858
NON-KC_RARE,T859
NON-KC_RARE,T911
NON-KC_RARE,T962
NON-KC_RARE,X071
NON-KC_RARE,X072
NON-KC_RARE,X073
NON-KC_RARE,X074
NON-KC_RARE,X075
NON-KC_RARE,X078
NON-KC_RARE,X079
NON-KC_RARE,X081
NON-KC_RARE,X082
NON-KC_RARE,X083
NON-KC_RARE,X084
NON-KC_RARE,X088
NON-KC_RARE,X089
NON-KC_RARE,X091
NON-KC_RARE,X092
NON-KC_RARE,X093
NON-KC_RARE,X094
NON-KC_RARE,X095
NON-KC_RARE,X098
NON-KC_RARE,X099
NON-KC_RARE,X101
NON-KC_RARE,X102
NON-KC_RARE,X103
NON-KC_RARE,X104
NON-KC_RARE,X108
NON-KC_RARE,X109
NON-KC_RARE,X111
NON-KC_RARE,X112
NON-KC_RARE,X118
NON-KC_RARE,X119
NON-KC_RARE,X121
NON-KC_RARE,X122
NON-KC_RARE,X123
NON-KC_RARE,X124
NON-KC_RARE,X125
NON-KC_RARE,X128
NON-KC_RARE,X129
NON-KC_RARE,Y551
NON-KC_RARE,Y552
NON-KC_RARE,Y553
NON-KC_RARE,Y554
NON-KC_RARE,Y555
NON-KC_RARE,Y556
NON-KC_RARE,Y558
NON-KC_RARE,Y559
NON-KC_RARE,Y561
NON-KC_RARE,Y562
NON-KC_RARE,Y563
NON-KC_RARE,Y564
NON-KC_RARE,Y568
NON-KC_RARE,Y569
NON-KC_RARE,Y571
NON-KC_RARE,Y572
NON-KC_RARE,Y573
NON-KC_RARE,Y574
NON-KC_RARE,Y575
NON-KC_RARE,Y576
NON-KC_RARE,Y578
NON-KC_RARE,Y579
NON-KC_RARE,Y581
NON-KC_RARE,Y588
NON-KC_RARE,Y589
NON-KC_RARE,Y591
NON-KC_RARE,Y592
NON-KC_RARE,Y593
NON-KC_RARE,Y594
NON-KC_RARE,Y595
NON-KC_RARE,Y596
NON-KC_RARE,Y598
NON-KC_RARE,Y599
NON-KC_RARE,Y601
NON-KC_RARE,Y602
NON-KC_RARE,Y604
NON-KC_RARE,Y608
NON-KC_RARE,Y609
NON-KC_RARE,Y611
NON-KC_RARE,Y612
NON-KC_RARE,Y613
NON-KC_RARE,Y614
NON-KC_RARE,Y615
NON-KC_RARE,Y618
NON-KC_RARE,Y619
NON-KC_RARE,Y621
NON-KC_RARE,Y622
NON-KC_RARE,Y623
NON-KC_RARE,Y628
NON-KC_RARE,Y629
NON-KC_RARE,Y671
NON-KC_RARE,Y672
NON-KC_RARE,Y678
NON-KC_RARE,Y679
NON-KC_RARE,Y692
NON-KC_MELANOMA_INSITU,B279
NON-KC_MELANOMA_INSITU,B283
NON-KC_MELANOMA_INSITU,B284
NON-KC_MELANOMA_INSITU,C011
NON-KC_MELANOMA_INSITU,C012
NON-KC_MELANOMA_INSITU,C013
NON-KC_MELANOMA_INSITU,C018
NON-KC_MELANOMA_INSITU,C019
NON-KC_MELANOMA_INSITU,C021
NON-KC_MELANOMA_INSITU,C022
NON-KC_MELANOMA_INSITU,C028
NON-KC_MELANOMA_INSITU,C029
NON-KC_MELANOMA_INSITU,C101
NON-KC_MELANOMA_INSITU,C102
NON-KC_MELANOMA_INSITU,C103
NON-KC_MELANOMA_INSITU,C111
NON-KC_MELANOMA_INSITU,C115
NON-KC_MELANOMA_INSITU,C121
NON-KC_MELANOMA_INSITU,C126
NON-KC_MELANOMA_INSITU,C141
NON-KC_MELANOMA_INSITU,C142
NON-KC_MELANOMA_INSITU,C143
NON-KC_MELANOMA_INSITU,C144
NON-KC_MELANOMA_INSITU,C145
NON-KC_MELANOMA_INSITU,C148
NON-KC_MELANOMA_INSITU,C149
NON-KC_MELANOMA_INSITU,C162
NON-KC_MELANOMA_INSITU,C164
NON-KC_MELANOMA_INSITU,C168
NON-KC_MELANOMA_INSITU,C178
NON-KC_MELANOMA_INSITU,C179
NON-KC_MELANOMA_INSITU,D011
NON-KC_MELANOMA_INSITU,D012
NON-KC_MELANOMA_INSITU,D013
NON-KC_MELANOMA_INSITU,D018
NON-KC_MELANOMA_INSITU,D019
NON-KC_MELANOMA_INSITU,D021
NON-KC_MELANOMA_INSITU,D028
NON-KC_MELANOMA_INSITU,D031
NON-KC_MELANOMA_INSITU,D032
NON-KC_MELANOMA_INSITU,D063
NON-KC_MELANOMA_INSITU,D064
NON-KC_MELANOMA_INSITU,D065
NON-KC_MELANOMA_INSITU,D191
NON-KC_MELANOMA_INSITU,E011
NON-KC_MELANOMA_INSITU,E018
NON-KC_MELANOMA_INSITU,E019
NON-KC_MELANOMA_INSITU,E021
NON-KC_MELANOMA_INSITU,E022
NON-KC_MELANOMA_INSITU,E023
NON-KC_MELANOMA_INSITU,E024
NON-KC_MELANOMA_INSITU,E025
NON-KC_MELANOMA_INSITU,E026
NON-KC_MELANOMA_INSITU,E027
NON-KC_MELANOMA_INSITU,E028
NON-KC_MELANOMA_INSITU,E029
NON-KC_MELANOMA_INSITU,E032
NON-KC_MELANOMA_INSITU,E037
NON-KC_MELANOMA_INSITU,E091
NON-KC_MELANOMA_INSITU,E097
NON-KC_MELANOMA_INSITU,E661
NON-KC_MELANOMA_INSITU,F011
NON-KC_MELANOMA_INSITU,F018
NON-KC_MELANOMA_INSITU,F019
NON-KC_MELANOMA_INSITU,F021
NON-KC_MELANOMA_INSITU,F029
NON-KC_MELANOMA_INSITU,F041
NON-KC_MELANOMA_INSITU,F042
NON-KC_MELANOMA_INSITU,F048
NON-KC_MELANOMA_INSITU,F049
NON-KC_MELANOMA_INSITU,F052
NON-KC_MELANOMA_INSITU,F382
NON-KC_MELANOMA_INSITU,F402
NON-KC_MELANOMA_INSITU,F441
NON-KC_MELANOMA_INSITU,F442
NON-KC_MELANOMA_INSITU,F443
NON-KC_MELANOMA_INSITU,F444
NON-KC_MELANOMA_INSITU,F445
NON-KC_MELANOMA_INSITU,F448
NON-KC_MELANOMA_INSITU,F449
NON-KC_MELANOMA_INSITU,F451
NON-KC_MELANOMA_INSITU,F452
NON-KC_MELANOMA_INSITU,N011
NON-KC_MELANOMA_INSITU,N012
NON-KC_MELANOMA_INSITU,N036
NON-KC_MELANOMA_INSITU,N052
NON-KC_MELANOMA_INSITU,N063
NON-KC_MELANOMA_INSITU,N241
NON-KC_MELANOMA_INSITU,N243
NON-KC_MELANOMA_INSITU,N261
NON-KC_MELANOMA_INSITU,N262
NON-KC_MELANOMA_INSITU,N268
NON-KC_MELANOMA_INSITU,N269
NON-KC_MELANOMA_INSITU,N271
NON-KC_MELANOMA_INSITU,N287
NON-KC_MELANOMA_INSITU,N303
NON-KC_MELANOMA_INSITU,P011
NON-KC_MELANOMA_INSITU,P031
NON-KC_MELANOMA_INSITU,P033
NON-KC_MELANOMA_INSITU,P051
NON-KC_MELANOMA_INSITU,P052
NON-KC_MELANOMA_INSITU,P054
NON-KC_MELANOMA_INSITU,P058
NON-KC_MELANOMA_INSITU,P059
NON-KC_MELANOMA_INSITU,P065
NON-KC_MELANOMA_INSITU,P071
NON-KC_MELANOMA_INSITU,P078
NON-KC_MELANOMA_INSITU,P079
NON-KC_MELANOMA_INSITU,P111
NON-KC_MELANOMA_INSITU,P137
NON-KC_MELANOMA_INSITU,P151
NON-KC_MELANOMA_INSITU,P152
NON-KC_MELANOMA_INSITU,P201
NON-KC_MELANOMA_INSITU,S018
NON-KC_MELANOMA_INSITU,S019
NON-KC_MELANOMA_INSITU,S028
NON-KC_MELANOMA_INSITU,S029
NON-KC_MELANOMA_INSITU,S038
NON-KC_MELANOMA_INSITU,S039
NON-KC_MELANOMA_INSITU,S041
NON-KC_MELANOMA_INSITU,S042
NON-KC_MELANOMA_INSITU,S043
NON-KC_MELANOMA_INSITU,S048
NON-KC_MELANOMA_INSITU,S049
NON-KC_MELANOMA_INSITU,S051
NON-KC_MELANOMA_INSITU,S052
NON-KC_MELANOMA_INSITU,S053
NON-KC_MELANOMA_INSITU,S054
NON-KC_MELANOMA_INSITU,S055
NON-KC_MELANOMA_INSITU,S058
NON-KC_MELANOMA_INSITU,S059
NON-KC_MELANOMA_INSITU,S063
NON-KC_MELANOMA_INSITU,S064
NON-KC_MELANOMA_INSITU,S065
NON-KC_MELANOMA_INSITU,S066
NON-KC_MELANOMA_INSITU,S067
NON-KC_MELANOMA_INSITU,S068
NON-KC_MELANOMA_INSITU,S069
NON-KC_MELANOMA_INSITU,S171
NON-KC_MELANOMA_INSITU,S172
NON-KC_MELANOMA_INSITU,S173
NON-KC_MELANOMA_INSITU,S174
NON-KC_MELANOMA_INSITU,S175
NON-KC_MELANOMA_INSITU,S178
NON-KC_MELANOMA_INSITU,S179
NON-KC_MELANOMA_INSITU,S181
NON-KC_MELANOMA_INSITU,S182
NON-KC_MELANOMA_INSITU,S183
NON-KC_MELANOMA_INSITU,S184
NON-KC_MELANOMA_INSITU,S185
NON-KC_MELANOMA_INSITU,S188
NON-KC_MELANOMA_INSITU,S189
NON-KC_MELANOMA_INSITU,S191
NON-KC_MELANOMA_INSITU,S192
NON-KC_MELANOMA_INSITU,S198
NON-KC_MELANOMA_INSITU,S199
NON-KC_MELANOMA_INSITU,S201
NON-KC_MELANOMA_INSITU,S202
NON-KC_MELANOMA_INSITU,S203
NON-KC_MELANOMA_INSITU,S204
NON-KC_MELANOMA_INSITU,S205
NON-KC_MELANOMA_INSITU,S206
NON-KC_MELANOMA_INSITU,S207
NON-KC_MELANOMA_INSITU,S208
NON-KC_MELANOMA_INSITU,S209
NON-KC_MELANOMA_INSITU,S211
NON-KC_MELANOMA_INSITU,S212
NON-KC_MELANOMA_INSITU,S213
NON-KC_MELANOMA_INSITU,S214
NON-KC_MELANOMA_INSITU,S218
NON-KC_MELANOMA_INSITU,S219
NON-KC_MELANOMA_INSITU,S221
NON-KC_MELANOMA_INSITU,S222
NON-KC_MELANOMA_INSITU,S223
NON-KC_MELANOMA_INSITU,S224
NON-KC_MELANOMA_INSITU,S228
NON-KC_MELANOMA_INSITU,S229
NON-KC_MELANOMA_INSITU,S231
NON-KC_MELANOMA_INSITU,S232
NON-KC_MELANOMA_INSITU,S233
NON-KC_MELANOMA_INSITU,S234
NON-KC_MELANOMA_INSITU,S238
NON-KC_MELANOMA_INSITU,S239
NON-KC_MELANOMA_INSITU,S241
NON-KC_MELANOMA_INSITU,S242
NON-KC_MELANOMA_INSITU,S243
NON-KC_MELANOMA_INSITU,S248
NON-KC_MELANOMA_INSITU,S249
NON-KC_MELANOMA_INSITU,S251
NON-KC_MELANOMA_INSITU,S252
NON-KC_MELANOMA_INSITU,S253
NON-KC_MELANOMA_INSITU,S258
NON-KC_MELANOMA_INSITU,S259
NON-KC_MELANOMA_INSITU,S261
NON-KC_MELANOMA_INSITU,S262
NON-KC_MELANOMA_INSITU,S263
NON-KC_MELANOMA_INSITU,S264
NON-KC_MELANOMA_INSITU,S265
NON-KC_MELANOMA_INSITU,S268
NON-KC_MELANOMA_INSITU,S269
NON-KC_MELANOMA_INSITU,S271
NON-KC_MELANOMA_INSITU,S272
