TUMOURICDSITE3CODE,OPCSRESECTIONCODE
D29TESTES,N061
D29TESTES,N063
D29TESTES,N066
D29TESTES,N068
D29TESTES,N069
D29TESTES,N072
D29TESTES,N078
D29TESTES,N079
D29TESTES,X163
D29TESTES,X164
D29TESTES,X165
D29TESTES,X166
D32BRAIN,A011
D32BRAIN,A012
D32BRAIN,A013
D32BRAIN,A018
D32BRAIN,A019
D32BRAIN,A021
D32BRAIN,A022
D32BRAIN,A023
D32BRAIN,A024
D32BRAIN,A025
D32BRAIN,A026
D32BRAIN,A028
D32BRAIN,A029
D32BRAIN,A068
D32BRAIN,A069
D32BRAIN,A171
D32BRAIN,A291
D32BRAIN,A292
D32BRAIN,A293
D32BRAIN,A294
D32BRAIN,A295
D32BRAIN,A296
D32BRAIN,A297
D32BRAIN,A298
D32BRAIN,A299
D32BRAIN,A381
D32BRAIN,A382
D32BRAIN,A383
D32BRAIN,A384
D32BRAIN,A385
D32BRAIN,A386
D32BRAIN,A388
D32BRAIN,A389
D32BRAIN,A431
D32BRAIN,A432
D32BRAIN,A438
D32BRAIN,A439
D32BRAIN,A441
D32BRAIN,A442
D32BRAIN,A443
D32BRAIN,A444
D32BRAIN,A445
D32BRAIN,A448
D32BRAIN,A449
D32BRAIN,A511
D32BRAIN,A571
D32BRAIN,A598
D32BRAIN,A611
D32BRAIN,B012
D32BRAIN,B013
D32BRAIN,B014
D32BRAIN,B018
D32BRAIN,B019
D32BRAIN,B041
D32BRAIN,B061
D32BRAIN,B068
D32BRAIN,C021
D32BRAIN,V051
D32BRAIN,V074
D32BRAIN,V291
D32BRAIN,V312
D32BRAIN,V318
D32BRAIN,V319
D32BRAIN,V331
D32BRAIN,V339
D32BRAIN,V351
D32BRAIN,V431
D32BRAIN,V432
D32BRAIN,V433
D32BRAIN,V438
D32BRAIN,V439
D33BRAIN,A011
D33BRAIN,A012
D33BRAIN,A013
D33BRAIN,A018
D33BRAIN,A019
D33BRAIN,A021
D33BRAIN,A022
D33BRAIN,A023
D33BRAIN,A024
D33BRAIN,A025
D33BRAIN,A026
D33BRAIN,A028
D33BRAIN,A029
D33BRAIN,A068
D33BRAIN,A069
D33BRAIN,A171
D33BRAIN,A291
D33BRAIN,A292
D33BRAIN,A293
D33BRAIN,A294
D33BRAIN,A295
D33BRAIN,A296
D33BRAIN,A297
D33BRAIN,A298
D33BRAIN,A299
D33BRAIN,A381
D33BRAIN,A382
D33BRAIN,A383
D33BRAIN,A384
D33BRAIN,A385
D33BRAIN,A386
D33BRAIN,A388
D33BRAIN,A389
D33BRAIN,A431
D33BRAIN,A432
D33BRAIN,A438
D33BRAIN,A439
D33BRAIN,A441
D33BRAIN,A442
D33BRAIN,A443
D33BRAIN,A444
D33BRAIN,A445
D33BRAIN,A448
D33BRAIN,A449
D33BRAIN,A511
D33BRAIN,A571
D33BRAIN,A598
D33BRAIN,A611
D33BRAIN,B012
D33BRAIN,B013
D33BRAIN,B014
D33BRAIN,B018
D33BRAIN,B019
D33BRAIN,B041
D33BRAIN,B061
D33BRAIN,B068
D33BRAIN,C021
D33BRAIN,V051
D33BRAIN,V074
D33BRAIN,V291
D33BRAIN,V312
D33BRAIN,V318
D33BRAIN,V319
D33BRAIN,V331
D33BRAIN,V339
D33BRAIN,V351
D33BRAIN,V431
D33BRAIN,V432
D33BRAIN,V433
D33BRAIN,V438
D33BRAIN,V439
D35BRAIN,A011
D35BRAIN,A012
D35BRAIN,A013
D35BRAIN,A018
D35BRAIN,A019
D35BRAIN,A021
D35BRAIN,A022
D35BRAIN,A023
D35BRAIN,A024
D35BRAIN,A025
D35BRAIN,A026
D35BRAIN,A028
D35BRAIN,A029
D35BRAIN,A068
D35BRAIN,A069
D35BRAIN,A171
D35BRAIN,A291
D35BRAIN,A292
D35BRAIN,A293
D35BRAIN,A294
D35BRAIN,A295
D35BRAIN,A296
D35BRAIN,A297
D35BRAIN,A298
D35BRAIN,A299
D35BRAIN,A381
D35BRAIN,A382
D35BRAIN,A383
D35BRAIN,A384
D35BRAIN,A385
D35BRAIN,A386
D35BRAIN,A388
D35BRAIN,A389
D35BRAIN,A431
D35BRAIN,A432
D35BRAIN,A438
D35BRAIN,A439
D35BRAIN,A441
D35BRAIN,A442
D35BRAIN,A443
D35BRAIN,A444
D35BRAIN,A445
D35BRAIN,A448
D35BRAIN,A449
D35BRAIN,A511
D35BRAIN,A571
D35BRAIN,A598
D35BRAIN,A611
D35BRAIN,B012
D35BRAIN,B013
D35BRAIN,B014
D35BRAIN,B018
D35BRAIN,B019
D35BRAIN,B041
D35BRAIN,B061
D35BRAIN,B068
D35BRAIN,C021
D35BRAIN,V051
D35BRAIN,V074
D35BRAIN,V291
D35BRAIN,V312
D35BRAIN,V318
D35BRAIN,V319
D35BRAIN,V331
D35BRAIN,V339
D35BRAIN,V351
D35BRAIN,V431
D35BRAIN,V432
D35BRAIN,V433
D35BRAIN,V438
D35BRAIN,V439
D39OVARY,H331
D39OVARY,H332
D39OVARY,H333
D39OVARY,H334
D39OVARY,H335
D39OVARY,H336
D39OVARY,H337
D39OVARY,H338
D39OVARY,H339
D39OVARY,Q071
D39OVARY,Q072
D39OVARY,Q073
D39OVARY,Q074
D39OVARY,Q075
D39OVARY,Q078
D39OVARY,Q079
D39OVARY,Q081
D39OVARY,Q082
D39OVARY,Q083
D39OVARY,Q088
D39OVARY,Q089
D39OVARY,Q221
D39OVARY,Q223
D39OVARY,Q231
D39OVARY,Q232
D39OVARY,Q235
D39OVARY,Q236
D39OVARY,Q241
D39OVARY,Q243
D39OVARY,Q438
D39OVARY,Q439
D39OVARY,Q473
D39OVARY,Q478
D39OVARY,Q491
D39OVARY,T331
D39OVARY,T332
D39OVARY,T338
D39OVARY,T339
D39OVARY,T361
D39OVARY,T362
D39OVARY,X141
D39OVARY,X142
D39OVARY,X143
D39OVARY,X148
D39OVARY,X149
D41BLADDER,M421
D41BLADDER,M422
D41BLADDER,M423
D41BLADDER,M428
D41BLADDER,M429
D41BLADDER,M341
D41BLADDER,M342
D41BLADDER,M343
D41BLADDER,M344
D41BLADDER,M348
D41BLADDER,M349
D41BLADDER,M359
D41BLADDER,X142
D42BRAIN,A011
D42BRAIN,A012
D42BRAIN,A013
D42BRAIN,A018
D42BRAIN,A019
D42BRAIN,A021
D42BRAIN,A022
D42BRAIN,A023
D42BRAIN,A024
D42BRAIN,A025
D42BRAIN,A026
D42BRAIN,A028
D42BRAIN,A029
D42BRAIN,A068
D42BRAIN,A069
D42BRAIN,A171
D42BRAIN,A291
D42BRAIN,A292
D42BRAIN,A293
D42BRAIN,A294
D42BRAIN,A295
D42BRAIN,A296
D42BRAIN,A297
D42BRAIN,A298
D42BRAIN,A299
D42BRAIN,A381
D42BRAIN,A382
D42BRAIN,A383
D42BRAIN,A384
D42BRAIN,A385
D42BRAIN,A386
D42BRAIN,A388
D42BRAIN,A389
D42BRAIN,A431
D42BRAIN,A432
D42BRAIN,A438
D42BRAIN,A439
D42BRAIN,A441
D42BRAIN,A442
D42BRAIN,A443
D42BRAIN,A444
D42BRAIN,A445
D42BRAIN,A448
D42BRAIN,A449
D42BRAIN,A511
D42BRAIN,A571
D42BRAIN,A598
D42BRAIN,A611
D42BRAIN,B012
D42BRAIN,B013
D42BRAIN,B014
D42BRAIN,B018
D42BRAIN,B019
D42BRAIN,B041
D42BRAIN,B061
D42BRAIN,B068
D42BRAIN,C021
D42BRAIN,V051
D42BRAIN,V074
D42BRAIN,V291
D42BRAIN,V312
D42BRAIN,V318
D42BRAIN,V319
D42BRAIN,V331
D42BRAIN,V339
D42BRAIN,V351
D42BRAIN,V431
D42BRAIN,V432
D42BRAIN,V433
D42BRAIN,V438
D42BRAIN,V439
D43BRAIN,A011
D43BRAIN,A012
D43BRAIN,A013
D43BRAIN,A018
D43BRAIN,A019
D43BRAIN,A021
D43BRAIN,A022
D43BRAIN,A023
D43BRAIN,A024
D43BRAIN,A025
D43BRAIN,A026
D43BRAIN,A028
D43BRAIN,A029
D43BRAIN,A068
D43BRAIN,A069
D43BRAIN,A171
D43BRAIN,A291
D43BRAIN,A292
D43BRAIN,A293
D43BRAIN,A294
D43BRAIN,A295
D43BRAIN,A296
D43BRAIN,A297
D43BRAIN,A298
D43BRAIN,A299
D43BRAIN,A381
D43BRAIN,A382
D43BRAIN,A383
D43BRAIN,A384
D43BRAIN,A385
D43BRAIN,A386
D43BRAIN,A388
D43BRAIN,A389
D43BRAIN,A431
D43BRAIN,A432
D43BRAIN,A438
D43BRAIN,A439
D43BRAIN,A441
D43BRAIN,A442
D43BRAIN,A443
D43BRAIN,A444
D43BRAIN,A445
D43BRAIN,A448
D43BRAIN,A449
D43BRAIN,A511
D43BRAIN,A571
D43BRAIN,A598
D43BRAIN,A611
D43BRAIN,B012
D43BRAIN,B013
D43BRAIN,B014
D43BRAIN,B018
D43BRAIN,B019
D43BRAIN,B041
D43BRAIN,B061
D43BRAIN,B068
D43BRAIN,C021
D43BRAIN,V051
D43BRAIN,V074
D43BRAIN,V291
D43BRAIN,V312
D43BRAIN,V318
D43BRAIN,V319
D43BRAIN,V331
D43BRAIN,V339
D43BRAIN,V351
D43BRAIN,V431
D43BRAIN,V432
D43BRAIN,V433
D43BRAIN,V438
D43BRAIN,V439
D44BRAIN,A011
D44BRAIN,A012
D44BRAIN,A013
D44BRAIN,A018
D44BRAIN,A019
D44BRAIN,A021
D44BRAIN,A022
D44BRAIN,A023
D44BRAIN,A024
D44BRAIN,A025
D44BRAIN,A026
D44BRAIN,A028
D44BRAIN,A029
D44BRAIN,A068
D44BRAIN,A069
D44BRAIN,A171
D44BRAIN,A291
D44BRAIN,A292
D44BRAIN,A293
D44BRAIN,A294
D44BRAIN,A295
D44BRAIN,A296
D44BRAIN,A297
D44BRAIN,A298
D44BRAIN,A299
D44BRAIN,A381
D44BRAIN,A382
D44BRAIN,A383
D44BRAIN,A384
D44BRAIN,A385
D44BRAIN,A386
D44BRAIN,A388
D44BRAIN,A389
D44BRAIN,A431
D44BRAIN,A432
D44BRAIN,A438
D44BRAIN,A439
D44BRAIN,A441
D44BRAIN,A442
D44BRAIN,A443
D44BRAIN,A444
D44BRAIN,A445
D44BRAIN,A448
D44BRAIN,A449
D44BRAIN,A511
D44BRAIN,A571
D44BRAIN,A598
D44BRAIN,A611
D44BRAIN,B012
D44BRAIN,B013
D44BRAIN,B014
D44BRAIN,B018
D44BRAIN,B019
D44BRAIN,B041
D44BRAIN,B061
D44BRAIN,B068
D44BRAIN,C021
D44BRAIN,V051
D44BRAIN,V074
D44BRAIN,V291
D44BRAIN,V312
D44BRAIN,V318
D44BRAIN,V319
D44BRAIN,V331
D44BRAIN,V339
D44BRAIN,V351
D44BRAIN,V431
D44BRAIN,V432
D44BRAIN,V433
D44BRAIN,V438
D44BRAIN,V439
KC_BCC,B279
KC_BCC,B283
KC_BCC,B284
KC_BCC,C011
KC_BCC,C012
KC_BCC,C013
KC_BCC,C018
KC_BCC,C019
KC_BCC,C021
KC_BCC,C022
KC_BCC,C028
KC_BCC,C029
KC_BCC,C101
KC_BCC,C102
KC_BCC,C103
KC_BCC,C111
KC_BCC,C115
KC_BCC,C121
KC_BCC,C124
KC_BCC,C126
KC_BCC,C141
KC_BCC,C142
KC_BCC,C143
KC_BCC,C144
KC_BCC,C145
KC_BCC,C148
KC_BCC,C149
KC_BCC,C162
KC_BCC,C164
KC_BCC,C168
KC_BCC,C178
KC_BCC,C179
KC_BCC,D011
KC_BCC,D012
KC_BCC,D013
KC_BCC,D018
KC_BCC,D019
KC_BCC,D021
KC_BCC,D028
KC_BCC,D031
KC_BCC,D032
KC_BCC,D063
KC_BCC,D064
KC_BCC,D065
KC_BCC,D191
KC_BCC,E011
KC_BCC,E018
KC_BCC,E019
KC_BCC,E021
KC_BCC,E022
KC_BCC,E023
KC_BCC,E024
KC_BCC,E025
KC_BCC,E026
KC_BCC,E027
KC_BCC,E028
KC_BCC,E029
KC_BCC,E032
KC_BCC,E037
KC_BCC,E091
KC_BCC,E094
KC_BCC,E097
KC_BCC,E661
KC_BCC,F011
KC_BCC,F018
KC_BCC,F019
KC_BCC,F021
KC_BCC,F029
KC_BCC,F041
KC_BCC,F042
KC_BCC,F048
KC_BCC,F049
KC_BCC,F052
KC_BCC,F382
KC_BCC,F402
KC_BCC,F441
KC_BCC,F442
KC_BCC,F443
KC_BCC,F444
KC_BCC,F445
KC_BCC,F448
KC_BCC,F449
KC_BCC,F451
KC_BCC,F452
KC_BCC,N011
KC_BCC,N012
KC_BCC,N036
KC_BCC,N052
KC_BCC,N063
KC_BCC,N241
KC_BCC,N243
KC_BCC,N261
KC_BCC,N262
KC_BCC,N268
KC_BCC,N269
KC_BCC,N271
KC_BCC,N287
KC_BCC,N303
KC_BCC,P011
KC_BCC,P031
KC_BCC,P033
KC_BCC,P051
KC_BCC,P052
KC_BCC,P054
KC_BCC,P058
KC_BCC,P059
KC_BCC,P065
KC_BCC,P071
KC_BCC,P078
KC_BCC,P079
KC_BCC,P111
KC_BCC,P137
KC_BCC,P151
KC_BCC,P152
KC_BCC,P201
KC_BCC,S018
KC_BCC,S019
KC_BCC,S028
KC_BCC,S029
KC_BCC,S038
KC_BCC,S039
KC_BCC,S041
KC_BCC,S042
KC_BCC,S043
KC_BCC,S048
KC_BCC,S049
KC_BCC,S051
KC_BCC,S052
KC_BCC,S053
KC_BCC,S054
KC_BCC,S055
KC_BCC,S058
KC_BCC,S059
KC_BCC,S063
KC_BCC,S064
KC_BCC,S065
KC_BCC,S066
KC_BCC,S067
KC_BCC,S068
KC_BCC,S069
KC_BCC,S081
KC_BCC,S082
KC_BCC,S083
KC_BCC,S088
KC_BCC,S089
KC_BCC,S143
KC_BCC,S144
KC_BCC,S171
KC_BCC,S172
KC_BCC,S173
KC_BCC,S174
KC_BCC,S175
KC_BCC,S178
KC_BCC,S179
KC_BCC,S181
KC_BCC,S182
KC_BCC,S183
KC_BCC,S184
KC_BCC,S185
KC_BCC,S188
KC_BCC,S189
KC_BCC,S191
KC_BCC,S192
KC_BCC,S198
KC_BCC,S199
KC_BCC,S201
KC_BCC,S202
KC_BCC,S203
KC_BCC,S204
KC_BCC,S205
KC_BCC,S206
KC_BCC,S207
KC_BCC,S208
KC_BCC,S209
KC_BCC,S211
KC_BCC,S212
KC_BCC,S213
KC_BCC,S214
KC_BCC,S218
KC_BCC,S219
KC_BCC,S221
KC_BCC,S222
KC_BCC,S223
KC_BCC,S224
KC_BCC,S228
KC_BCC,S229
KC_BCC,S231
KC_BCC,S232
KC_BCC,S233
KC_BCC,S234
KC_BCC,S238
KC_BCC,S239
KC_BCC,S241
KC_BCC,S242
KC_BCC,S243
KC_BCC,S248
KC_BCC,S249
KC_BCC,S251
KC_BCC,S252
KC_BCC,S253
KC_BCC,S258
KC_BCC,S259
KC_BCC,S261
KC_BCC,S262
KC_BCC,S263
KC_BCC,S264
KC_BCC,S265
KC_BCC,S268
KC_BCC,S269
KC_BCC,S271
KC_BCC,S272
KC_BCC,S273
KC_BCC,S274
KC_BCC,S275
KC_BCC,S278
KC_BCC,S279
KC_BCC,S291
KC_BCC,S292
KC_BCC,S293
KC_BCC,S294
KC_BCC,S295
KC_BCC,S298
KC_BCC,S299
KC_BCC,S302
KC_BCC,S304
KC_BCC,S314
KC_BCC,S321
KC_BCC,S322
KC_BCC,S323
KC_BCC,S324
KC_BCC,S325
KC_BCC,S328
KC_BCC,S329
KC_BCC,S338
KC_BCC,S339
KC_BCC,S341
KC_BCC,S348
KC_BCC,S349
KC_BCC,S351
KC_BCC,S352
KC_BCC,S353
KC_BCC,S358
KC_BCC,S359
KC_BCC,S361
KC_BCC,S362
KC_BCC,S363
KC_BCC,S364
KC_BCC,S365
KC_BCC,S366
KC_BCC,S368
KC_BCC,S369
KC_BCC,S371
KC_BCC,S372
KC_BCC,S373
KC_BCC,S374
KC_BCC,S378
KC_BCC,S379
KC_BCC,S391
KC_BCC,S392
KC_BCC,S398
KC_BCC,S399
KC_BCC,S641
KC_BCC,T013
KC_BCC,T313
KC_BCC,T851
KC_BCC,T852
KC_BCC,T853
KC_BCC,T854
KC_BCC,T855
KC_BCC,T856
KC_BCC,T858
KC_BCC,T859
KC_BCC,T911
KC_BCC,T962
KC_BCC,X071
KC_BCC,X072
KC_BCC,X073
KC_BCC,X074
KC_BCC,X075
KC_BCC,X078
KC_BCC,X079
KC_BCC,X081
KC_BCC,X082
KC_BCC,X083
KC_BCC,X084
KC_BCC,X088
KC_BCC,X089
KC_BCC,X091
KC_BCC,X092
KC_BCC,X093
KC_BCC,X094
KC_BCC,X095
KC_BCC,X098
KC_BCC,X099
KC_BCC,X101
KC_BCC,X102
KC_BCC,X103
KC_BCC,X104
KC_BCC,X108
KC_BCC,X109
KC_BCC,X111
KC_BCC,X112
KC_BCC,X118
KC_BCC,X119
KC_BCC,X121
KC_BCC,X122
KC_BCC,X123
KC_BCC,X124
KC_BCC,X125
KC_BCC,X128
KC_BCC,X129
KC_BCC,Y551
KC_BCC,Y552
KC_BCC,Y553
KC_BCC,Y554
KC_BCC,Y555
KC_BCC,Y556
KC_BCC,Y558
KC_BCC,Y559
KC_BCC,Y561
KC_BCC,Y562
KC_BCC,Y563
KC_BCC,Y564
KC_BCC,Y568
KC_BCC,Y569
KC_BCC,Y571
KC_BCC,Y572
KC_BCC,Y573
KC_BCC,Y574
KC_BCC,Y575
KC_BCC,Y576
KC_BCC,Y578
KC_BCC,Y579
KC_BCC,Y581
KC_BCC,Y588
KC_BCC,Y589
KC_BCC,Y591
KC_BCC,Y592
KC_BCC,Y593
KC_BCC,Y594
KC_BCC,Y595
KC_BCC,Y596
KC_BCC,Y598
KC_BCC,Y599
KC_BCC,Y601
KC_BCC,Y602
KC_BCC,Y604
KC_BCC,Y608
KC_BCC,Y609
KC_BCC,Y611
KC_BCC,Y612
KC_BCC,Y613
KC_BCC,Y614
KC_BCC,Y615
KC_BCC,Y618
KC_BCC,Y619
KC_BCC,Y621
KC_BCC,Y622
KC_BCC,Y623
KC_BCC,Y628
KC_BCC,Y629
KC_BCC,Y671
KC_BCC,Y672
KC_BCC,Y678
KC_BCC,Y679
KC_BCC,Y692
KC_CSCC,B279
KC_CSCC,B283
KC_CSCC,B284
KC_CSCC,C011
KC_CSCC,C012
KC_CSCC,C013
KC_CSCC,C018
KC_CSCC,C019
KC_CSCC,C021
KC_CSCC,C022
KC_CSCC,C028
KC_CSCC,C029
KC_CSCC,C101
KC_CSCC,C102
KC_CSCC,C103
KC_CSCC,C111
KC_CSCC,C115
KC_CSCC,C121
KC_CSCC,C124
KC_CSCC,C126
KC_CSCC,C141
KC_CSCC,C142
KC_CSCC,C143
KC_CSCC,C144
KC_CSCC,C145
KC_CSCC,C148
KC_CSCC,C149
KC_CSCC,C162
KC_CSCC,C164
KC_CSCC,C168
KC_CSCC,C178
KC_CSCC,C179
KC_CSCC,D011
KC_CSCC,D012
KC_CSCC,D013
KC_CSCC,D018
KC_CSCC,D019
KC_CSCC,D021
KC_CSCC,D028
KC_CSCC,D031
KC_CSCC,D032
KC_CSCC,D063
KC_CSCC,D064
KC_CSCC,D065
KC_CSCC,D191
KC_CSCC,E011
KC_CSCC,E018
KC_CSCC,E019
KC_CSCC,E021
KC_CSCC,E022
KC_CSCC,E023
KC_CSCC,E024
KC_CSCC,E025
KC_CSCC,E026
KC_CSCC,E027
KC_CSCC,E028
KC_CSCC,E029
KC_CSCC,E032
KC_CSCC,E037
KC_CSCC,E091
KC_CSCC,E094
KC_CSCC,E097
KC_CSCC,E661
KC_CSCC,F011
KC_CSCC,F018
KC_CSCC,F019
KC_CSCC,F021
KC_CSCC,F029
KC_CSCC,F041
KC_CSCC,F042
KC_CSCC,F048
KC_CSCC,F049
KC_CSCC,F052
KC_CSCC,F382
KC_CSCC,F402
KC_CSCC,F441
KC_CSCC,F442
KC_CSCC,F443
KC_CSCC,F444
KC_CSCC,F445
KC_CSCC,F448
KC_CSCC,F449
KC_CSCC,F451
KC_CSCC,F452
KC_CSCC,N011
KC_CSCC,N012
KC_CSCC,N036
KC_CSCC,N052
KC_CSCC,N063
KC_CSCC,N241
KC_CSCC,N243
KC_CSCC,N261
KC_CSCC,N262
KC_CSCC,N268
KC_CSCC,N269
KC_CSCC,N271
KC_CSCC,N287
KC_CSCC,N303
KC_CSCC,P011
KC_CSCC,P031
KC_CSCC,P033
KC_CSCC,P051
KC_CSCC,P052
KC_CSCC,P054
KC_CSCC,P058
KC_CSCC,P059
KC_CSCC,P065
KC_CSCC,P071
KC_CSCC,P078
KC_CSCC,P079
KC_CSCC,P111
KC_CSCC,P137
KC_CSCC,P151
KC_CSCC,P152
KC_CSCC,P201
KC_CSCC,S018
KC_CSCC,S019
KC_CSCC,S028
KC_CSCC,S029
KC_CSCC,S038
KC_CSCC,S039
KC_CSCC,S041
KC_CSCC,S042
KC_CSCC,S043
KC_CSCC,S048
KC_CSCC,S049
KC_CSCC,S051
KC_CSCC,S052
KC_CSCC,S053
KC_CSCC,S054
KC_CSCC,S055
KC_CSCC,S058
KC_CSCC,S059
KC_CSCC,S063
KC_CSCC,S064
KC_CSCC,S065
KC_CSCC,S066
KC_CSCC,S067
KC_CSCC,S068
KC_CSCC,S069
KC_CSCC,S081
KC_CSCC,S082
KC_CSCC,S083
KC_CSCC,S088
KC_CSCC,S089
KC_CSCC,S143
KC_CSCC,S144
KC_CSCC,S171
KC_CSCC,S172
KC_CSCC,S173
KC_CSCC,S174
KC_CSCC,S175
KC_CSCC,S178
KC_CSCC,S179
KC_CSCC,S181
KC_CSCC,S182
KC_CSCC,S183
KC_CSCC,S184
KC_CSCC,S185
KC_CSCC,S188
KC_CSCC,S189
KC_CSCC,S191
KC_CSCC,S192
KC_CSCC,S198
KC_CSCC,S199
KC_CSCC,S201
KC_CSCC,S202
KC_CSCC,S203
KC_CSCC,S204
KC_CSCC,S205
KC_CSCC,S206
KC_CSCC,S207
KC_CSCC,S208
KC_CSCC,S209
KC_CSCC,S211
KC_CSCC,S212
KC_CSCC,S213
KC_CSCC,S214
KC_CSCC,S218
KC_CSCC,S219
KC_CSCC,S221
KC_CSCC,S222
KC_CSCC,S223
KC_CSCC,S224
KC_CSCC,S228
KC_CSCC,S229
KC_CSCC,S231
KC_CSCC,S232
KC_CSCC,S233
KC_CSCC,S234
KC_CSCC,S238
KC_CSCC,S239
KC_CSCC,S241
KC_CSCC,S242
KC_CSCC,S243
KC_CSCC,S248
KC_CSCC,S249
KC_CSCC,S251
KC_CSCC,S252
KC_CSCC,S253
KC_CSCC,S258
KC_CSCC,S259
KC_CSCC,S261
KC_CSCC,S262
KC_CSCC,S263
KC_CSCC,S264
KC_CSCC,S265
KC_CSCC,S268
KC_CSCC,S269
KC_CSCC,S271
KC_CSCC,S272
KC_CSCC,S273
KC_CSCC,S274
KC_CSCC,S275
KC_CSCC,S278
KC_CSCC,S279
KC_CSCC,S291
KC_CSCC,S292
KC_CSCC,S293
KC_CSCC,S294
KC_CSCC,S295
KC_CSCC,S298
KC_CSCC,S299
KC_CSCC,S302
KC_CSCC,S304
KC_CSCC,S314
KC_CSCC,S321
KC_CSCC,S322
KC_CSCC,S323
KC_CSCC,S324
KC_CSCC,S325
KC_CSCC,S328
KC_CSCC,S329
KC_CSCC,S338
KC_CSCC,S339
KC_CSCC,S341
KC_CSCC,S348
KC_CSCC,S349
KC_CSCC,S351
KC_CSCC,S352
KC_CSCC,S353
KC_CSCC,S358
KC_CSCC,S359
KC_CSCC,S361
KC_CSCC,S362
KC_CSCC,S363
KC_CSCC,S364
KC_CSCC,S365
KC_CSCC,S366
KC_CSCC,S368
KC_CSCC,S369
KC_CSCC,S371
KC_CSCC,S372
KC_CSCC,S373
KC_CSCC,S374
KC_CSCC,S378
KC_CSCC,S379
KC_CSCC,S391
KC_CSCC,S392
KC_CSCC,S398
KC_CSCC,S399
KC_CSCC,S641
KC_CSCC,T013
KC_CSCC,T313
KC_CSCC,T851
KC_CSCC,T852
KC_CSCC,T853
KC_CSCC,T854
KC_CSCC,T855
KC_CSCC,T856
KC_CSCC,T858
KC_CSCC,T859
KC_CSCC,T911
KC_CSCC,T962
KC_CSCC,X071
KC_CSCC,X072
KC_CSCC,X073
KC_CSCC,X074
KC_CSCC,X075
KC_CSCC,X078
KC_CSCC,X079
KC_CSCC,X081
KC_CSCC,X082
KC_CSCC,X083
KC_CSCC,X084
KC_CSCC,X088
KC_CSCC,X089
KC_CSCC,X091
KC_CSCC,X092
KC_CSCC,X093
KC_CSCC,X094
KC_CSCC,X095
KC_CSCC,X098
KC_CSCC,X099
KC_CSCC,X101
KC_CSCC,X102
KC_CSCC,X103
KC_CSCC,X104
KC_CSCC,X108
KC_CSCC,X109
KC_CSCC,X111
KC_CSCC,X112
KC_CSCC,X118
KC_CSCC,X119
KC_CSCC,X121
KC_CSCC,X122
KC_CSCC,X123
KC_CSCC,X124
KC_CSCC,X125
KC_CSCC,X128
KC_CSCC,X129
KC_CSCC,Y551
KC_CSCC,Y552
KC_CSCC,Y553
KC_CSCC,Y554
KC_CSCC,Y555
KC_CSCC,Y556
KC_CSCC,Y558
KC_CSCC,Y559
KC_CSCC,Y561
KC_CSCC,Y562
KC_CSCC,Y563
KC_CSCC,Y564
KC_CSCC,Y568
KC_CSCC,Y569
KC_CSCC,Y571
KC_CSCC,Y572
KC_CSCC,Y573
KC_CSCC,Y574
KC_CSCC,Y575
KC_CSCC,Y576
KC_CSCC,Y578
KC_CSCC,Y579
KC_CSCC,Y581
KC_CSCC,Y588
KC_CSCC,Y589
KC_CSCC,Y591
KC_CSCC,Y592
KC_CSCC,Y593
KC_CSCC,Y594
KC_CSCC,Y595
KC_CSCC,Y596
KC_CSCC,Y598
KC_CSCC,Y599
KC_CSCC,Y601
KC_CSCC,Y602
KC_CSCC,Y604
KC_CSCC,Y608
KC_CSCC,Y609
KC_CSCC,Y611
KC_CSCC,Y612
KC_CSCC,Y613
KC_CSCC,Y614
KC_CSCC,Y615
KC_CSCC,Y618
KC_CSCC,Y619
KC_CSCC,Y621
KC_CSCC,Y622
KC_CSCC,Y623
KC_CSCC,Y628
KC_CSCC,Y629
KC_CSCC,Y671
KC_CSCC,Y672
KC_CSCC,Y678
KC_CSCC,Y679
KC_CSCC,Y692
NON-KC_MELANOMA,B279
NON-KC_MELANOMA,B283
NON-KC_MELANOMA,B284
NON-KC_MELANOMA,C011
NON-KC_MELANOMA,C012
NON-KC_MELANOMA,C013
NON-KC_MELANOMA,C018
NON-KC_MELANOMA,C019
NON-KC_MELANOMA,C021
NON-KC_MELANOMA,C022
NON-KC_MELANOMA,C028
NON-KC_MELANOMA,C029
NON-KC_MELANOMA,C101
NON-KC_MELANOMA,C102
NON-KC_MELANOMA,C103
NON-KC_MELANOMA,C111
NON-KC_MELANOMA,C115
NON-KC_MELANOMA,C121
NON-KC_MELANOMA,C126
NON-KC_MELANOMA,C141
NON-KC_MELANOMA,C142
NON-KC_MELANOMA,C143
NON-KC_MELANOMA,C144
NON-KC_MELANOMA,C145
NON-KC_MELANOMA,C148
NON-KC_MELANOMA,C149
NON-KC_MELANOMA,C162
NON-KC_MELANOMA,C164
NON-KC_MELANOMA,C168
NON-KC_MELANOMA,C178
NON-KC_MELANOMA,C179
NON-KC_MELANOMA,D011
NON-KC_MELANOMA,D012
NON-KC_MELANOMA,D013
NON-KC_MELANOMA,D018
NON-KC_MELANOMA,D019
NON-KC_MELANOMA,D021
NON-KC_MELANOMA,D028
NON-KC_MELANOMA,D031
NON-KC_MELANOMA,D032
NON-KC_MELANOMA,D063
NON-KC_MELANOMA,D064
NON-KC_MELANOMA,D065
NON-KC_MELANOMA,D191
NON-KC_MELANOMA,E011
NON-KC_MELANOMA,E018
